repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;431;773;684.00;87.72;26.23;26.68;1;valid;REST;-1;REST
1;1;773;1105;664.00;90.36;21.79;24.66;1;valid;REST;-1;REST
1;2;1105;1421;632.00;94.94;22.65;27.29;1;valid;REST;-1;REST
1;3;1421;1747;652.00;92.02;38.25;34.26;1;valid;REST;-1;REST
1;4;1747;2090;686.00;87.46;47.10;30.45;1;valid;REST;-1;REST
1;5;2090;2456;732.00;81.97;42.68;30.13;1;valid;REST;-1;REST
1;6;2456;2825;738.00;81.30;25.81;28.55;1;valid;REST;-1;REST
1;7;2825;3203;756.00;79.37;11.70;16.91;1;valid;REST;-1;REST
1;8;3203;3567;728.00;82.42;11.45;17.12;1;valid;REST;-1;REST
1;9;3567;3931;728.00;82.42;11.52;14.59;1;valid;REST;-1;REST
1;10;3931;4299;736.00;81.52;8.20;8.12;1;valid;REST;-1;REST
1;11;4299;4666;734.00;81.74;7.82;12.12;1;valid;REST;-1;REST
1;12;4666;5040;748.00;80.21;16.21;23.04;1;valid;REST;-1;REST
1;13;5040;5405;730.00;82.19;16.00;28.04;1;valid;REST;-1;REST
1;14;5405;5790;770.00;77.92;15.13;27.22;1;valid;REST;-1;REST
1;15;5790;6159;738.00;81.30;16.88;26.63;1;valid;REST;-1;REST
1;16;6159;6530;742.00;80.86;17.24;17.58;1;valid;REST;-1;REST
1;17;6530;6894;728.00;82.42;19.77;25.08;1;valid;REST;-1;REST
1;18;6894;7258;728.00;82.42;31.29;27.31;1;valid;REST;-1;REST
1;19;7258;7646;776.00;77.32;33.06;27.07;1;valid;REST;-1;REST
1;20;7646;8045;798.00;75.19;27.11;30.03;1;valid;REST;-1;REST
1;21;8045;8438;786.00;76.34;36.73;33.32;1;valid;REST;-1;REST
1;22;8438;8818;760.00;78.95;42.08;31.84;1;valid;REST;-1;REST
1;23;8818;9170;704.00;85.23;37.35;31.67;1;valid;REST;-1;REST
1;24;9170;9527;714.00;84.03;24.60;28.90;1;valid;REST;-1;REST
1;25;9527;9879;704.00;85.23;5.90;9.33;1;valid;REST;-1;REST
1;26;9879;10230;702.00;85.47;5.76;7.94;1;valid;REST;-1;REST
1;27;10230;10587;714.00;84.03;11.08;10.91;1;valid;REST;-1;REST
1;28;10587;10943;712.00;84.27;18.03;14.11;1;valid;REST;-1;REST
1;29;10943;11308;730.00;82.19;26.65;18.95;1;valid;REST;-1;REST
1;30;11308;11682;748.00;80.21;27.29;19.03;1;valid;REST;-1;REST
1;31;11682;12070;776.00;77.32;30.35;25.34;1;valid;REST;-1;REST
1;32;12070;12456;772.00;77.72;27.75;23.77;1;valid;REST;-1;REST
1;33;12456;12861;810.00;74.07;19.97;19.62;1;valid;REST;-1;REST
1;34;12861;13268;814.00;73.71;28.45;30.17;1;valid;REST;-1;REST
1;35;13268;13671;806.00;74.44;20.37;24.19;1;valid;REST;-1;REST
1;36;13671;14097;852.00;70.42;19.73;27.39;1;valid;REST;-1;REST
1;37;14097;14517;840.00;71.43;26.51;30.50;1;valid;REST;-1;REST
1;38;14517;14924;814.00;73.71;36.62;22.85;1;valid;REST;-1;REST
