repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;320;780;920.00;65.22;107.23;109.64;1;valid;REST;-1;REST
1;1;780;1173;786.00;76.34;102.00;89.64;1;valid;REST;-1;REST
1;2;1173;1527;708.00;84.75;100.78;79.06;1;valid;REST;-1;REST
1;3;1527;1877;700.00;85.71;42.91;46.50;1;valid;REST;-1;REST
1;4;1877;2212;670.00;89.55;19.05;31.06;1;valid;REST;-1;REST
1;5;2212;2567;710.00;84.51;28.23;35.68;1;valid;REST;-1;REST
1;6;2567;2904;674.00;89.02;34.83;33.60;1;valid;REST;-1;REST
1;7;2904;3223;638.00;94.04;36.54;27.89;1;valid;REST;-1;REST
1;8;3223;3533;620.00;96.77;20.46;23.13;1;valid;REST;-1;REST
1;9;3533;3850;634.00;94.64;27.52;24.72;1;valid;REST;-1;REST
1;10;3850;4176;652.00;92.02;71.70;57.78;1;valid;REST;-1;REST
1;11;4176;4522;692.00;86.71;80.41;57.44;1;valid;REST;-1;REST
1;12;4522;4921;798.00;75.19;67.04;60.49;1;valid;REST;-1;REST
1;13;4921;5323;804.00;74.63;46.54;58.78;1;valid;REST;-1;REST
1;14;5323;5704;762.00;78.74;31.48;25.90;1;valid;REST;-1;REST
1;15;5704;6071;734.00;81.74;26.81;26.66;1;valid;REST;-1;REST
1;16;6071;6443;744.00;80.65;14.74;22.25;1;valid;REST;-1;REST
1;17;6443;6822;758.00;79.16;25.48;25.69;1;valid;REST;-1;REST
1;18;6822;7186;728.00;82.42;33.27;25.51;1;valid;REST;-1;REST
1;19;7186;7531;690.00;86.96;31.13;33.63;1;valid;REST;-1;REST
1;20;7531;7872;682.00;87.98;35.25;36.70;1;valid;REST;-1;REST
1;21;7872;8236;728.00;82.42;42.60;31.42;1;valid;REST;-1;REST
1;22;8236;8621;770.00;77.92;39.81;31.16;1;valid;REST;-1;REST
1;23;8621;9007;772.00;77.72;26.09;33.44;1;valid;REST;-1;REST
1;24;9007;9393;772.00;77.72;23.05;36.78;1;valid;REST;-1;REST
1;25;9393;9753;720.00;83.33;22.63;36.99;1;valid;REST;-1;REST
1;26;9753;10139;772.00;77.72;21.84;36.99;1;valid;REST;-1;REST
1;27;10139;10521;764.00;78.53;37.78;47.87;1;valid;REST;-1;REST
1;28;10521;10903;764.00;78.53;44.33;40.25;1;valid;REST;-1;REST
1;29;10903;11245;684.00;87.72;47.62;41.81;1;valid;REST;-1;REST
