repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;269;778;1018.00;58.94;34.00;53.76;1;valid;REST;-1;REST
1;1;778;1253;950.00;63.16;27.92;44.03;1;valid;REST;-1;REST
1;2;1253;1745;984.00;60.98;52.22;66.11;1;valid;REST;-1;REST
1;3;1745;2240;990.00;60.61;44.53;74.28;1;valid;REST;-1;REST
1;4;2240;2681;882.00;68.03;66.08;85.17;1;valid;REST;-1;REST
1;5;2681;3170;978.00;61.35;71.72;86.10;1;valid;REST;-1;REST
1;6;3170;3704;1068.00;56.18;72.09;74.75;1;valid;REST;-1;REST
1;7;3704;4225;1042.00;57.58;41.73;57.72;1;valid;REST;-1;REST
1;8;4225;4713;976.00;61.48;37.80;37.26;1;valid;REST;-1;REST
1;9;4713;5208;990.00;60.61;24.71;34.93;1;valid;REST;-1;REST
1;10;5208;5712;1008.00;59.52;37.65;46.43;1;valid;REST;-1;REST
1;11;5712;6215;1006.00;59.64;39.10;63.58;1;valid;REST;-1;REST
1;12;6215;6673;916.00;65.50;40.27;62.95;1;valid;REST;-1;REST
1;13;6673;7175;1004.00;59.76;39.61;62.98;1;valid;REST;-1;REST
1;14;7175;7678;1006.00;59.64;38.30;44.46;1;valid;REST;-1;REST
1;15;7678;8179;1002.00;59.88;7.29;6.48;1;valid;REST;-1;REST
1;16;8179;8674;990.00;60.61;58.30;62.33;1;valid;REST;-1;REST
1;17;8674;9170;992.00;60.48;58.91;66.76;1;valid;REST;-1;REST
1;18;9170;9604;868.00;69.12;52.35;67.95;1;valid;REST;-1;REST
1;19;9604;10062;916.00;65.50;45.17;67.97;1;valid;REST;-1;REST
1;20;10062;10534;944.00;63.56;42.58;52.92;1;valid;REST;-1;REST
1;21;10534;11004;940.00;63.83;41.77;48.44;1;valid;REST;-1;REST
1;22;11004;11429;850.00;70.59;43.46;55.23;1;valid;REST;-1;REST
1;23;11429;11865;872.00;68.81;44.78;55.92;1;valid;REST;-1;REST
1;24;11865;12331;932.00;64.38;52.05;34.97;1;valid;REST;-1;REST
1;25;12331;12806;950.00;63.16;37.51;42.17;1;valid;REST;-1;REST
1;26;12806;13292;972.00;61.73;23.39;39.42;1;valid;REST;-1;REST
1;27;13292;13752;920.00;65.22;21.47;40.21;1;valid;REST;-1;REST
1;28;13752;14238;972.00;61.73;30.01;46.60;1;valid;REST;-1;REST
1;29;14238;14712;948.00;63.29;34.53;38.68;1;valid;REST;-1;REST
1;30;14712;15212;1000.00;60.00;29.92;43.69;1;valid;REST;-1;REST
1;31;15212;15712;1000.00;60.00;31.86;42.44;1;valid;REST;-1;REST
1;32;15712;16179;934.00;64.24;30.31;35.30;1;valid;REST;-1;REST
1;33;16179;16652;946.00;63.42;25.10;35.43;1;valid;REST;-1;REST
1;34;16652;17136;968.00;61.98;23.97;29.92;1;valid;REST;-1;REST
1;35;17136;17617;962.00;62.37;25.02;41.23;1;valid;REST;-1;REST
1;36;17617;18071;908.00;66.08;35.01;44.49;1;valid;REST;-1;REST
1;37;18071;18554;966.00;62.11;38.30;44.67;1;valid;REST;-1;REST
1;38;18554;19057;1006.00;59.64;49.65;60.56;1;valid;REST;-1;REST
1;39;19057;19555;996.00;60.24;44.08;56.80;1;valid;REST;-1;REST
1;40;19555;20004;898.00;66.82;44.01;53.92;1;valid;REST;-1;REST
1;41;20004;20473;938.00;63.97;35.30;54.14;1;valid;REST;-1;REST
1;42;20473;20951;956.00;62.76;21.82;24.37;1;valid;REST;-1;REST
1;43;20951;21422;942.00;63.69;13.01;13.96;1;valid;REST;-1;REST
1;44;21422;21885;926.00;64.79;27.03;22.67;1;valid;REST;-1;REST
1;45;21885;22347;924.00;64.94;27.59;21.66;1;valid;REST;-1;REST
1;46;22347;22789;884.00;67.87;22.51;27.68;1;valid;REST;-1;REST
1;47;22789;23229;880.00;68.18;30.97;44.61;1;valid;REST;-1;REST
1;48;23229;23688;918.00;65.36;28.52;51.76;1;valid;REST;-1;REST
1;49;23688;24112;848.00;70.75;53.73;64.78;1;valid;REST;-1;REST
1;50;24112;24569;914.00;65.65;56.02;62.90;1;valid;REST;-1;REST
1;51;24569;25065;992.00;60.48;63.70;54.37;1;valid;REST;-1;REST
1;52;25065;25550;970.00;61.86;33.60;46.08;1;valid;GESTURE;1;Hand Close
1;53;25550;26050;1000.00;60.00;19.73;33.63;1;valid;GESTURE;1;Hand Close
1;54;26050;26534;968.00;61.98;33.98;54.28;1;valid;GESTURE;1;Hand Close
1;55;26534;27041;1014.00;59.17;41.31;52.17;1;valid;GESTURE;1;Hand Close
1;56;27041;27504;926.00;64.79;37.19;50.86;1;valid;GESTURE;1;Hand Close
1;57;27504;27966;924.00;64.94;36.55;45.41;1;valid;GESTURE;1;Hand Close
1;58;27966;28439;946.00;63.42;15.36;21.21;1;valid;GESTURE;1;Hand Close
1;59;28439;28914;950.00;63.16;17.12;28.46;1;valid;GESTURE;1;Hand Close
1;60;28914;29371;914.00;65.65;15.81;26.32;1;valid;GESTURE;1;Hand Close
1;61;29371;29847;952.00;63.03;44.44;56.47;1;valid;GESTURE;1;Hand Close
1;62;29847;30321;948.00;63.29;41.70;62.36;1;valid;GESTURE;1;Hand Close
1;63;30321;30745;848.00;70.75;44.54;61.51;1;valid;GESTURE;1;Hand Close
1;64;30745;31201;912.00;65.79;41.82;68.41;1;valid;GESTURE;1;Hand Close
1;65;31201;31641;880.00;68.18;49.99;50.04;1;valid;GESTURE;1;Hand Close
1;66;31641;32111;940.00;63.83;37.99;55.50;1;valid;REST;-1;REST
1;67;32111;32599;976.00;61.48;43.14;64.75;1;valid;REST;-1;REST
1;68;32599;33047;896.00;66.96;36.04;57.81;1;valid;REST;-1;REST
1;69;33047;33532;970.00;61.86;36.94;60.78;1;valid;REST;-1;REST
1;70;33532;34024;984.00;60.98;36.04;49.55;1;valid;GESTURE;1;Hand Close
1;71;34024;34490;932.00;64.38;23.04;34.74;1;valid;GESTURE;1;Hand Close
1;72;34490;34975;970.00;61.86;27.98;44.71;1;valid;GESTURE;1;Hand Close
1;73;34975;35471;992.00;60.48;34.02;38.97;1;valid;GESTURE;1;Hand Close
1;74;35471;35938;934.00;64.24;36.06;34.55;1;valid;GESTURE;1;Hand Close
1;75;35938;36391;906.00;66.23;33.00;33.97;1;valid;GESTURE;1;Hand Close
1;76;36391;36850;918.00;65.36;12.52;19.85;1;valid;GESTURE;1;Hand Close
1;77;36850;37318;936.00;64.10;15.01;17.86;1;valid;GESTURE;1;Hand Close
1;78;37318;37777;918.00;65.36;15.01;23.22;1;valid;GESTURE;1;Hand Close
1;79;37777;38225;896.00;66.96;22.83;26.13;1;valid;GESTURE;1;Hand Close
1;80;38225;38689;928.00;64.66;71.96;64.82;1;valid;GESTURE;1;Hand Close
1;81;38689;39168;958.00;62.63;72.23;71.45;1;valid;GESTURE;1;Hand Close
1;82;39168;39707;1078.00;55.66;67.86;76.22;1;valid;GESTURE;1;Hand Close
1;83;39707;40214;1014.00;59.17;58.32;75.69;1;valid;GESTURE;1;Hand Close
1;84;40214;40752;1076.00;55.76;32.71;52.01;1;valid;REST;-1;REST
1;85;40752;41302;1100.00;54.55;39.50;46.53;1;valid;REST;-1;REST
1;86;41302;41828;1052.00;57.03;36.07;36.72;1;valid;REST;-1;REST
1;87;41828;42332;1008.00;59.52;40.55;38.64;1;valid;REST;-1;REST
1;88;42332;42848;1032.00;58.14;21.38;31.32;1;valid;REST;-1;REST
1;89;42848;43347;998.00;60.12;24.39;32.76;1;valid;REST;-1;REST
1;90;43347;43854;1014.00;59.17;40.50;35.40;1;valid;REST;-1;REST
1;91;43854;44337;966.00;62.11;32.69;43.17;1;valid;REST;-1;REST
1;92;44337;44802;930.00;64.52;33.99;43.17;1;valid;REST;-1;REST
1;93;44802;45297;990.00;60.61;35.51;53.74;1;valid;REST;-1;REST
1;94;45297;45800;1006.00;59.64;36.11;51.82;1;valid;GESTURE;10;Flexion of Middle Finger
1;95;45800;46263;926.00;64.79;38.89;44.83;1;valid;GESTURE;10;Flexion of Middle Finger
1;96;46263;46737;948.00;63.29;36.55;44.16;1;valid;GESTURE;10;Flexion of Middle Finger
1;97;46737;47196;918.00;65.36;34.44;37.93;1;valid;GESTURE;10;Flexion of Middle Finger
1;98;47196;47657;922.00;65.08;42.32;36.32;1;valid;GESTURE;10;Flexion of Middle Finger
1;99;47657;48085;856.00;70.09;32.63;35.92;1;valid;GESTURE;10;Flexion of Middle Finger
