repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;161;622;922.00;65.08;98.77;118.87;1;valid;REST;-1;REST
1;1;622;999;754.00;79.58;85.37;97.08;1;valid;REST;-1;REST
1;2;999;1373;748.00;80.21;74.99;84.37;1;valid;REST;-1;REST
1;3;1373;1749;752.00;79.79;7.82;7.94;1;valid;REST;-1;REST
1;4;1749;2132;766.00;78.33;13.37;11.62;1;valid;REST;-1;REST
1;5;2132;2514;764.00;78.53;13.37;11.49;1;valid;REST;-1;REST
1;6;2514;2905;782.00;76.73;9.74;9.17;1;valid;REST;-1;REST
1;7;2905;3297;784.00;76.53;14.93;18.41;1;valid;REST;-1;REST
1;8;3297;3688;782.00;76.73;15.23;17.15;1;valid;REST;-1;REST
1;9;3688;4063;750.00;80.00;14.56;17.12;1;valid;REST;-1;REST
1;10;4063;4444;762.00;78.74;11.52;17.20;1;valid;REST;-1;REST
1;11;4444;4825;762.00;78.74;6.07;6.63;1;valid;REST;-1;REST
1;12;4825;5208;766.00;78.33;2.19;3.46;1;valid;REST;-1;REST
1;13;5208;5589;762.00;78.74;10.04;10.58;1;valid;REST;-1;REST
1;14;5589;5972;766.00;78.33;18.63;14.42;1;valid;REST;-1;REST
1;15;5972;6365;786.00;76.34;17.75;21.45;1;valid;REST;-1;REST
1;16;6365;6768;806.00;74.44;15.39;22.80;1;valid;REST;-1;REST
1;17;6768;7155;774.00;77.52;12.13;21.10;1;valid;REST;-1;REST
1;18;7155;7550;790.00;75.95;13.96;19.00;1;valid;REST;-1;REST
1;19;7550;7940;780.00;76.92;9.10;10.68;1;valid;REST;-1;REST
1;20;7940;8326;772.00;77.72;15.06;10.68;1;valid;REST;-1;REST
1;21;8326;8709;766.00;78.33;20.62;14.49;1;valid;REST;-1;REST
1;22;8709;9084;750.00;80.00;17.40;16.58;1;valid;REST;-1;REST
1;23;9084;9448;728.00;82.42;13.52;16.34;1;valid;REST;-1;REST
1;24;9448;9821;746.00;80.43;14.21;17.41;1;valid;REST;-1;REST
1;25;9821;10195;748.00;80.21;15.58;13.82;1;valid;REST;-1;REST
1;26;10195;10579;768.00;78.12;11.71;11.62;1;valid;REST;-1;REST
1;27;10579;10960;762.00;78.74;11.71;17.41;1;valid;REST;-1;REST
1;28;10960;11346;772.00;77.72;10.53;14.80;1;valid;REST;-1;REST
1;29;11346;11719;746.00;80.43;10.92;16.55;1;valid;REST;-1;REST
1;30;11719;12096;754.00;79.58;15.77;17.69;1;valid;REST;-1;REST
1;31;12096;12481;770.00;77.92;17.34;12.17;1;valid;REST;-1;REST
1;32;12481;12874;786.00;76.34;14.59;17.35;1;valid;REST;-1;REST
1;33;12874;13265;782.00;76.73;18.31;16.91;1;valid;REST;-1;REST
1;34;13265;13643;756.00;79.37;20.42;15.03;1;valid;REST;-1;REST
1;35;13643;14014;742.00;80.86;16.71;19.13;1;valid;REST;-1;REST
1;36;14014;14387;746.00;80.43;18.11;16.16;1;valid;REST;-1;REST
1;37;14387;14772;770.00;77.92;23.26;15.10;1;valid;REST;-1;REST
1;38;14772;15165;786.00;76.34;18.68;20.49;1;valid;REST;-1;REST
1;39;15165;15562;794.00;75.57;13.74;22.38;1;valid;REST;-1;REST
1;40;15562;15945;766.00;78.33;17.41;22.76;1;valid;REST;-1;REST
1;41;15945;16343;796.00;75.38;19.46;30.71;1;valid;REST;-1;REST
1;42;16343;16750;814.00;73.71;29.14;32.19;1;valid;REST;-1;REST
1;43;16750;17136;772.00;77.72;35.12;28.55;1;valid;REST;-1;REST
1;44;17136;17505;738.00;81.30;32.65;28.55;1;valid;REST;-1;REST
1;45;17505;17872;734.00;81.74;17.12;20.93;1;valid;REST;-1;REST
1;46;17872;18248;752.00;79.79;14.74;20.93;1;valid;REST;-1;REST
1;47;18248;18632;768.00;78.12;14.18;21.68;1;valid;REST;-1;REST
1;48;18632;18999;734.00;81.74;14.18;20.62;1;valid;REST;-1;REST
1;49;18999;19372;746.00;80.43;19.78;21.47;1;valid;REST;-1;REST
1;50;19372;19739;734.00;81.74;13.54;13.15;1;valid;REST;-1;REST
1;51;19739;20096;714.00;84.03;14.72;17.49;1;valid;REST;-1;REST
1;52;20096;20454;716.00;83.80;19.82;19.24;1;valid;REST;-1;REST
1;53;20454;20825;742.00;80.86;21.48;17.18;1;valid;REST;-1;REST
1;54;20825;21206;762.00;78.74;25.08;23.45;1;valid;REST;-1;REST
1;55;21206;21582;752.00;79.79;28.73;24.62;1;valid;REST;-1;REST
1;56;21582;21974;784.00;76.53;28.73;22.49;1;valid;REST;-1;REST
1;57;21974;22381;814.00;73.71;26.10;27.75;1;valid;REST;-1;REST
1;58;22381;22788;814.00;73.71;18.38;22.69;1;valid;REST;-1;REST
1;59;22788;23178;780.00;76.92;18.68;17.15;1;valid;REST;-1;REST
1;60;23178;23567;778.00;77.12;14.93;17.18;1;valid;REST;-1;REST
1;61;23567;23958;782.00;76.73;2.28;2.65;1;valid;REST;-1;REST
1;62;23958;24350;784.00;76.53;4.77;5.57;1;valid;REST;-1;REST
1;63;24350;24741;782.00;76.73;19.36;17.78;1;valid;REST;-1;REST
1;64;24741;25127;772.00;77.72;24.21;17.86;1;valid;REST;-1;REST
