repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;273;632;718.00;83.57;11.37;16.12;1;valid;REST;-1;REST
1;1;632;980;696.00;86.21;9.31;13.22;1;valid;REST;-1;REST
1;2;980;1331;702.00;85.47;8.37;11.83;1;valid;REST;-1;REST
1;3;1331;1683;704.00;85.23;9.86;7.42;1;valid;REST;-1;REST
1;4;1683;2038;710.00;84.51;8.32;7.42;1;valid;REST;-1;REST
1;5;2038;2399;722.00;83.10;8.32;10.15;1;valid;REST;-1;REST
1;6;2399;2757;716.00;83.80;11.44;17.86;1;valid;REST;-1;REST
1;7;2757;3108;702.00;85.47;17.26;18.63;1;valid;REST;-1;REST
1;8;3108;3474;732.00;81.97;35.54;29.44;1;valid;REST;-1;REST
1;9;3474;3848;748.00;80.21;41.10;28.67;1;valid;REST;-1;REST
1;10;3848;4245;794.00;75.57;44.42;33.56;1;valid;REST;-1;REST
1;11;4245;4644;798.00;75.19;40.18;32.59;1;valid;REST;-1;REST
1;12;4644;5066;844.00;71.09;24.45;24.12;1;valid;REST;-1;REST
1;13;5066;5488;844.00;71.09;18.84;24.12;1;valid;REST;-1;REST
1;14;5488;5903;830.00;72.29;15.68;12.37;1;valid;REST;-1;REST
1;15;5903;6316;826.00;72.64;17.46;12.53;1;valid;REST;-1;REST
1;16;6316;6719;806.00;74.44;16.83;12.00;1;valid;REST;-1;REST
1;17;6719;7120;802.00;74.81;16.27;12.21;1;valid;REST;-1;REST
1;18;7120;7515;790.00;75.95;12.44;8.06;1;valid;REST;-1;REST
1;19;7515;7907;784.00;76.53;28.46;25.24;1;valid;REST;-1;REST
1;20;7907;8295;776.00;77.32;25.69;27.29;1;valid;REST;-1;REST
1;21;8295;8659;728.00;82.42;23.34;27.59;1;valid;REST;-1;REST
1;22;8659;9035;752.00;79.79;18.25;27.37;1;valid;REST;-1;REST
1;23;9035;9406;742.00;80.86;15.19;19.95;1;valid;REST;-1;REST
1;24;9406;9775;738.00;81.30;22.83;20.57;1;valid;REST;-1;REST
1;25;9775;10159;768.00;78.12;28.61;20.17;1;valid;REST;-1;REST
1;26;10159;10556;794.00;75.57;25.42;20.69;1;valid;REST;-1;REST
1;27;10556;10956;800.00;75.00;24.63;28.77;1;valid;REST;-1;REST
1;28;10956;11351;790.00;75.95;31.27;25.75;1;valid;REST;-1;REST
1;29;11351;11721;740.00;81.08;28.82;28.69;1;valid;REST;-1;REST
1;30;11721;12089;736.00;81.52;21.84;29.10;1;valid;REST;-1;REST
1;31;12089;12470;762.00;78.74;10.49;15.20;1;valid;REST;-1;REST
1;32;12470;12844;748.00;80.21;10.49;15.36;1;valid;REST;-1;REST
1;33;12844;13221;754.00;79.58;6.54;8.43;1;valid;REST;-1;REST
1;34;13221;13601;760.00;78.95;8.56;5.57;1;valid;REST;-1;REST
1;35;13601;13983;764.00;78.53;7.92;11.05;1;valid;REST;-1;REST
1;36;13983;14368;770.00;77.92;12.60;12.21;1;valid;REST;-1;REST
1;37;14368;14743;750.00;80.00;20.52;29.56;1;valid;REST;-1;REST
1;38;14743;15112;738.00;81.30;26.50;29.68;1;valid;REST;-1;REST
1;39;15112;15508;792.00;75.76;36.46;30.82;1;valid;REST;-1;REST
1;40;15508;15908;800.00;75.00;39.31;31.03;1;valid;REST;-1;REST
1;41;15908;16321;826.00;72.64;23.18;31.03;1;valid;REST;-1;REST
1;42;16321;16741;840.00;71.43;58.95;57.02;1;valid;REST;-1;REST
1;43;16741;17134;786.00;76.34;81.13;57.51;1;valid;REST;-1;REST
1;44;17134;17479;690.00;86.96;84.15;57.39;1;valid;REST;-1;REST
1;45;17479;17809;660.00;90.91;55.40;51.83;1;valid;REST;-1;REST
1;46;17809;18133;648.00;92.59;16.79;20.45;1;valid;REST;-1;REST
1;47;18133;18468;670.00;89.55;20.05;16.55;1;valid;REST;-1;REST
1;48;18468;18809;682.00;87.98;25.12;16.55;1;valid;REST;-1;REST
1;49;18809;19159;700.00;85.71;22.49;14.21;1;valid;REST;-1;REST
1;50;19159;19515;712.00;84.27;21.88;14.21;1;valid;REST;-1;REST
1;51;19515;19878;726.00;82.64;14.87;12.08;1;valid;REST;-1;REST
1;52;19878;20247;738.00;81.30;9.27;10.54;1;valid;REST;-1;REST
1;53;20247;20611;728.00;82.42;6.00;8.12;1;valid;REST;-1;REST
