repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;247;606;718.00;83.57;11.72;15.81;1;valid;REST;-1;REST
1;1;606;954;696.00;86.21;9.59;13.37;1;valid;REST;-1;REST
1;2;954;1304;700.00;85.71;8.41;11.62;1;valid;REST;-1;REST
1;3;1304;1657;706.00;84.99;10.73;8.83;1;valid;REST;-1;REST
1;4;1657;2011;708.00;84.75;9.65;9.11;1;valid;REST;-1;REST
1;5;2011;2373;724.00;82.87;9.10;11.75;1;valid;REST;-1;REST
1;6;2373;2732;718.00;83.57;11.44;18.25;1;valid;REST;-1;REST
1;7;2732;3083;702.00;85.47;16.82;18.71;1;valid;REST;-1;REST
1;8;3083;3448;730.00;82.19;35.34;29.50;1;valid;REST;-1;REST
1;9;3448;3822;748.00;80.21;40.87;28.41;1;valid;REST;-1;REST
1;10;3822;4219;794.00;75.57;44.16;33.76;1;valid;REST;-1;REST
1;11;4219;4617;796.00;75.38;40.31;32.60;1;valid;REST;-1;REST
1;12;4617;5038;842.00;71.26;25.00;24.45;1;valid;REST;-1;REST
1;13;5038;5461;846.00;70.92;19.77;24.62;1;valid;REST;-1;REST
1;14;5461;5876;830.00;72.29;15.17;11.87;1;valid;REST;-1;REST
1;15;5876;6288;824.00;72.82;18.19;12.37;1;valid;REST;-1;REST
1;16;6288;6692;808.00;74.26;16.58;10.68;1;valid;REST;-1;REST
1;17;6692;7092;800.00;75.00;15.19;10.44;1;valid;REST;-1;REST
1;18;7092;7487;790.00;75.95;11.78;7.81;1;valid;REST;-1;REST
1;19;7487;7880;786.00;76.34;28.19;25.88;1;valid;REST;-1;REST
1;20;7880;8269;778.00;77.12;26.25;28.09;1;valid;REST;-1;REST
1;21;8269;8633;728.00;82.42;24.06;28.30;1;valid;REST;-1;REST
1;22;8633;9009;752.00;79.79;18.68;28.09;1;valid;REST;-1;REST
1;23;9009;9381;744.00;80.65;13.45;17.55;1;valid;REST;-1;REST
1;24;9381;9751;740.00;81.08;20.90;18.97;1;valid;REST;-1;REST
1;25;9751;10133;764.00;78.53;28.48;19.49;1;valid;REST;-1;REST
1;26;10133;10529;792.00;75.76;25.55;20.98;1;valid;REST;-1;REST
1;27;10529;10931;804.00;74.63;24.82;28.72;1;valid;REST;-1;REST
1;28;10931;11325;788.00;76.14;31.13;25.26;1;valid;REST;-1;REST
1;29;11325;11696;742.00;80.86;29.33;27.31;1;valid;REST;-1;REST
1;30;11696;12064;736.00;81.52;20.57;26.80;1;valid;REST;-1;REST
1;31;12064;12444;760.00;78.95;9.49;14.07;1;valid;REST;-1;REST
1;32;12444;12818;748.00;80.21;10.04;14.07;1;valid;REST;-1;REST
1;33;12818;13195;754.00;79.58;6.84;7.94;1;valid;REST;-1;REST
1;34;13195;13575;760.00;78.95;8.32;5.29;1;valid;REST;-1;REST
1;35;13575;13958;766.00;78.33;7.67;10.00;1;valid;REST;-1;REST
1;36;13958;14342;768.00;78.12;11.71;10.77;1;valid;REST;-1;REST
1;37;14342;14717;750.00;80.00;19.11;27.06;1;valid;REST;-1;REST
1;38;14717;15087;740.00;81.08;25.51;27.50;1;valid;REST;-1;REST
1;39;15087;15482;790.00;75.95;35.74;29.05;1;valid;REST;-1;REST
1;40;15482;15882;800.00;75.00;38.64;29.46;1;valid;REST;-1;REST
1;41;15882;16295;826.00;72.64;23.09;30.32;1;valid;REST;-1;REST
1;42;16295;16715;840.00;71.43;58.93;57.40;1;valid;REST;-1;REST
1;43;16715;17109;788.00;76.14;80.68;57.64;1;valid;REST;-1;REST
1;44;17109;17454;690.00;86.96;84.14;57.64;1;valid;REST;-1;REST
1;45;17454;17785;662.00;90.63;56.19;52.40;1;valid;REST;-1;REST
1;46;17785;18109;648.00;92.59;16.55;19.85;1;valid;REST;-1;REST
1;47;18109;18443;668.00;89.82;19.15;16.19;1;valid;REST;-1;REST
1;48;18443;18784;682.00;87.98;25.04;16.19;1;valid;REST;-1;REST
1;49;18784;19133;698.00;85.96;23.09;14.53;1;valid;REST;-1;REST
1;50;19133;19489;712.00;84.27;22.16;14.07;1;valid;REST;-1;REST
1;51;19489;19852;726.00;82.64;15.58;12.61;1;valid;REST;-1;REST
1;52;19852;20221;738.00;81.30;9.44;10.91;1;valid;REST;-1;REST
1;53;20221;20585;728.00;82.42;5.90;8.89;1;valid;REST;-1;REST
1;54;20585;20946;722.00;83.10;29.63;32.66;1;valid;REST;-1;REST
1;55;20946;21310;728.00;82.42;40.81;34.10;1;valid;REST;-1;REST
1;56;21310;21642;664.00;90.36;40.07;34.50;1;valid;REST;-1;REST
1;57;21642;21963;642.00;93.46;33.26;35.52;1;valid;REST;-1;REST
1;58;21963;22290;654.00;91.74;22.65;21.52;1;valid;REST;-1;REST
1;59;22290;22626;672.00;89.29;40.26;27.24;1;valid;REST;-1;REST
1;60;22626;22977;702.00;85.47;52.77;33.87;1;valid;REST;-1;REST
1;61;22977;23348;742.00;80.86;53.32;33.39;1;valid;REST;-1;REST
1;62;23348;23740;784.00;76.53;39.30;30.89;1;valid;REST;-1;REST
1;63;23740;24139;798.00;75.19;35.59;42.18;1;valid;REST;-1;REST
1;64;24139;24530;782.00;76.73;43.76;36.70;1;valid;REST;-1;REST
1;65;24530;24886;712.00;84.27;46.55;36.15;1;valid;REST;-1;REST
1;66;24886;25239;706.00;84.99;37.08;35.76;1;valid;REST;-1;REST
1;67;25239;25589;700.00;85.71;14.45;9.49;1;valid;GESTURE;4;Wrist Extension
1;68;25589;25933;688.00;87.21;12.00;15.00;1;valid;GESTURE;4;Wrist Extension
1;69;25933;26271;676.00;88.76;13.08;15.52;1;valid;GESTURE;4;Wrist Extension
1;70;26271;26621;700.00;85.71;24.40;20.74;1;valid;GESTURE;4;Wrist Extension
1;71;26621;26976;710.00;84.51;37.21;25.50;1;valid;GESTURE;4;Wrist Extension
1;72;26976;27346;740.00;81.08;36.35;23.04;1;valid;GESTURE;4;Wrist Extension
