repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;366;766;800.00;75.00;14.00;15.81;1;valid;REST;-1;REST
1;1;766;1155;778.00;77.12;11.60;13.37;1;valid;REST;-1;REST
1;2;1155;1542;774.00;77.52;10.06;11.62;1;valid;REST;-1;REST
1;3;1542;1932;780.00;76.92;23.66;28.25;1;valid;REST;-1;REST
1;4;1932;2323;782.00;76.73;23.02;35.14;1;valid;REST;-1;REST
1;5;2323;2686;726.00;82.64;31.16;41.35;1;valid;REST;-1;REST
1;6;2686;3070;768.00;78.12;30.96;45.50;1;valid;REST;-1;REST
1;7;3070;3476;812.00;73.89;37.82;42.60;1;valid;REST;-1;REST
1;8;3476;3863;774.00;77.52;37.46;42.12;1;valid;REST;-1;REST
1;9;3863;4273;820.00;73.17;34.42;36.14;1;valid;REST;-1;REST
1;10;4273;4703;860.00;69.77;37.16;42.95;1;valid;REST;-1;REST
1;11;4703;5129;852.00;70.42;29.61;36.77;1;valid;REST;-1;REST
1;12;5129;5525;792.00;75.76;31.50;30.87;1;valid;REST;-1;REST
1;13;5525;5927;804.00;74.63;33.69;37.70;1;valid;REST;-1;REST
1;14;5927;6328;802.00;74.81;18.51;28.46;1;valid;REST;-1;REST
1;15;6328;6707;758.00;79.16;22.57;30.71;1;valid;REST;-1;REST
1;16;6707;7103;792.00;75.76;21.98;32.95;1;valid;REST;-1;REST
1;17;7103;7512;818.00;73.35;27.73;30.43;1;valid;REST;-1;REST
1;18;7512;7909;794.00;75.57;23.24;26.48;1;valid;REST;-1;REST
1;19;7909;8324;830.00;72.29;36.61;52.35;1;valid;REST;-1;REST
1;20;8324;8747;846.00;70.92;36.83;54.39;1;valid;REST;-1;REST
1;21;8747;9123;752.00;79.79;36.62;52.29;1;valid;REST;-1;REST
1;22;9123;9518;790.00;75.95;34.97;51.83;1;valid;REST;-1;REST
1;23;9518;9923;810.00;74.07;30.78;38.74;1;valid;REST;-1;REST
1;24;9923;10332;818.00;73.35;26.77;34.70;1;valid;REST;-1;REST
1;25;10332;10709;754.00;79.58;28.21;33.24;1;valid;REST;-1;REST
1;26;10709;11094;770.00;77.92;24.23;33.14;1;valid;REST;-1;REST
1;27;11094;11478;768.00;78.12;17.17;22.69;1;valid;REST;-1;REST
1;28;11478;11865;774.00;77.52;17.85;29.87;1;valid;REST;-1;REST
