repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;253;704;902.00;66.52;297.16;297.49;1;valid;REST;-1;REST
1;1;704;998;588.00;102.04;245.69;272.51;1;valid;REST;-1;REST
1;2;998;1152;308.00;194.81;245.54;259.54;1;valid;REST;-1;REST
1;3;1152;1413;522.00;114.94;136.60;239.49;1;valid;REST;-1;REST
1;4;1413;1566;306.00;196.08;224.13;246.69;1;valid;REST;-1;REST
1;5;1566;1840;548.00;109.49;224.13;351.27;1;valid;REST;-1;REST
1;6;1840;2266;852.00;70.42;223.98;348.61;1;valid;REST;-1;REST
1;7;2266;2420;308.00;194.81;223.98;341.89;1;valid;REST;-1;REST
1;8;2420;2673;506.00;118.58;222.95;324.40;1;valid;REST;-1;REST
1;9;2673;2826;306.00;196.08;112.05;205.10;1;valid;REST;-1;REST
1;10;2826;3086;520.00;115.38;114.36;209.08;1;valid;REST;-1;REST
1;11;3086;3242;312.00;192.31;118.18;214.56;1;valid;REST;-1;REST
1;12;3242;3505;526.00;114.07;118.00;216.07;1;valid;REST;-1;REST
1;13;3505;3657;304.00;197.37;217.52;246.01;1;valid;REST;-1;REST
1;14;3657;3919;524.00;114.50;253.28;225.46;1;valid;REST;-1;REST
1;15;3919;4338;838.00;71.60;291.12;366.05;1;valid;REST;-1;REST
1;16;4338;4799;922.00;65.08;247.64;384.05;1;valid;REST;-1;REST
1;17;4799;4951;304.00;197.37;288.37;384.05;1;valid;REST;-1;REST
1;18;4951;5263;624.00;96.15;256.48;405.58;1;valid;REST;-1;REST
1;19;5263;5418;310.00;193.55;164.22;298.16;1;valid;REST;-1;REST
1;20;5418;5710;584.00;102.74;181.88;316.49;1;valid;REST;-1;REST
1;21;5710;5861;302.00;198.68;277.63;307.95;1;valid;REST;-1;REST
1;22;5861;6204;686.00;87.46;278.57;429.31;1;valid;REST;-1;REST
1;23;6204;6686;964.00;62.24;278.43;425.52;1;valid;REST;-1;REST
1;24;6686;6839;306.00;196.08;277.96;401.38;1;valid;REST;-1;REST
1;25;6839;7121;564.00;106.38;275.73;417.35;1;valid;REST;-1;REST
1;26;7121;7273;304.00;197.37;172.02;311.88;1;valid;REST;-1;REST
1;27;7273;7605;664.00;90.36;173.30;323.98;1;valid;REST;-1;REST
1;28;7605;7760;310.00;193.55;224.41;310.69;1;valid;REST;-1;REST
1;29;7760;8071;622.00;96.46;312.48;311.85;1;valid;REST;-1;REST
1;30;8071;8474;806.00;74.44;316.68;385.09;1;valid;REST;-1;REST
1;31;8474;9059;1170.00;51.28;318.53;381.15;1;valid;REST;-1;REST
1;32;9059;9357;596.00;100.67;323.09;392.06;1;valid;REST;-1;REST
1;33;9357;9509;304.00;197.37;341.76;396.80;1;valid;REST;-1;REST
1;34;9509;9791;564.00;106.38;265.74;423.57;1;valid;REST;-1;REST
1;35;9791;10265;948.00;63.29;271.87;438.96;1;valid;REST;-1;REST
1;36;10265;10416;302.00;198.68;271.40;457.87;1;valid;REST;-1;REST
1;37;10416;10753;674.00;89.02;274.93;451.01;1;valid;REST;-1;REST
1;38;10753;10906;306.00;196.08;289.36;356.32;1;valid;REST;-1;REST
1;39;10906;11234;656.00;91.46;289.36;459.03;1;valid;REST;-1;REST
1;40;11234;11729;990.00;60.61;285.74;447.16;1;valid;REST;-1;REST
1;41;11729;11880;302.00;198.68;285.28;437.64;1;valid;REST;-1;REST
1;42;11880;12183;606.00;99.01;283.83;436.13;1;valid;REST;-1;REST
1;43;12183;12337;308.00;194.81;172.65;314.28;1;valid;REST;-1;REST
1;44;12337;12654;634.00;94.64;188.65;337.76;1;valid;REST;-1;REST
1;45;12654;12807;306.00;196.08;245.03;313.24;1;valid;REST;-1;REST
1;46;12807;13156;698.00;85.96;244.51;382.21;1;valid;REST;-1;REST
1;47;13156;13584;856.00;70.09;244.51;381.35;1;valid;REST;-1;REST
1;48;13584;13739;310.00;193.55;245.56;366.84;1;valid;REST;-1;REST
1;49;13739;14056;634.00;94.64;240.76;400.46;1;valid;REST;-1;REST
1;50;14056;14207;302.00;198.68;238.88;308.00;1;valid;REST;-1;REST
1;51;14207;14537;660.00;90.91;331.01;316.71;1;valid;REST;-1;REST
1;52;14537;14962;850.00;70.59;347.97;449.83;1;valid;REST;-1;REST
1;53;14962;15565;1206.00;49.75;307.97;412.92;1;valid;REST;-1;REST
1;54;15565;15808;486.00;123.46;309.55;411.58;1;valid;REST;-1;REST
1;55;15808;16037;458.00;131.00;325.35;406.54;1;valid;REST;-1;REST
1;56;16037;16355;636.00;94.34;264.25;190.39;1;valid;REST;-1;REST
1;57;16355;16839;968.00;61.98;244.92;193.08;1;valid;REST;-1;REST
1;58;16839;17347;1016.00;59.06;161.30;175.95;1;valid;REST;-1;REST
1;59;17347;17820;946.00;63.42;33.20;60.47;1;valid;REST;-1;REST
1;60;17820;18333;1026.00;58.48;112.32;132.22;1;valid;REST;-1;REST
1;61;18333;18830;994.00;60.36;234.39;193.83;1;valid;REST;-1;REST
1;62;18830;19207;754.00;79.58;230.71;226.06;1;valid;REST;-1;REST
1;63;19207;19438;462.00;129.87;212.18;254.96;1;valid;REST;-1;REST
1;64;19438;19792;708.00;84.75;197.75;225.04;1;valid;REST;-1;REST
1;65;19792;20265;946.00;63.42;215.11;171.48;1;valid;REST;-1;REST
1;66;20265;20732;934.00;64.24;102.51;122.73;1;valid;REST;-1;REST
1;67;20732;21208;952.00;63.03;96.41;92.03;1;valid;REST;-1;REST
1;68;21208;21656;896.00;66.96;208.79;161.63;1;valid;REST;-1;REST
1;69;21656;22017;722.00;83.10;194.23;205.36;1;valid;REST;-1;REST
1;70;22017;22245;456.00;131.58;179.29;222.46;1;valid;REST;-1;REST
1;71;22245;22600;710.00;84.51;232.83;356.63;1;valid;REST;-1;REST
1;72;22600;23045;890.00;67.42;228.66;379.59;1;valid;REST;-1;REST
1;73;23045;23198;306.00;196.08;263.22;391.05;1;valid;REST;-1;REST
1;74;23198;23537;678.00;88.50;282.75;381.25;1;valid;REST;-1;REST
1;75;23537;24034;994.00;60.36;331.84;401.51;1;valid;REST;-1;REST
1;76;24034;24508;948.00;63.29;285.61;372.74;1;valid;REST;-1;REST
1;77;24508;24664;312.00;192.31;304.21;339.51;1;valid;REST;-1;REST
1;78;24664;24931;534.00;112.36;256.83;376.78;1;valid;REST;-1;REST
1;79;24931;25162;462.00;129.87;272.34;225.93;1;valid;REST;-1;REST
1;80;25162;25558;792.00;75.76;251.11;196.79;1;valid;GESTURE;10;Flexion of Middle Finger
1;81;25558;26055;994.00;60.36;220.83;201.41;1;valid;GESTURE;10;Flexion of Middle Finger
1;82;26055;26554;998.00;60.12;285.60;311.23;1;valid;GESTURE;10;Flexion of Middle Finger
1;83;26554;26997;886.00;67.72;292.81;340.95;1;valid;GESTURE;10;Flexion of Middle Finger
1;84;26997;27151;308.00;194.81;319.69;381.87;1;valid;GESTURE;10;Flexion of Middle Finger
1;85;27151;27477;652.00;92.02;254.34;423.74;1;valid;GESTURE;10;Flexion of Middle Finger
1;86;27477;27631;308.00;194.81;250.63;322.98;1;valid;GESTURE;10;Flexion of Middle Finger
1;87;27631;27977;692.00;86.71;250.11;392.75;1;valid;GESTURE;10;Flexion of Middle Finger
1;88;27977;28414;874.00;68.65;250.11;392.31;1;valid;GESTURE;10;Flexion of Middle Finger
1;89;28414;28569;310.00;193.55;248.57;373.16;1;valid;GESTURE;10;Flexion of Middle Finger
1;90;28569;28895;652.00;92.02;303.26;483.74;1;valid;GESTURE;10;Flexion of Middle Finger
1;91;28895;29370;950.00;63.16;269.00;422.14;1;valid;GESTURE;10;Flexion of Middle Finger
1;92;29370;29524;308.00;194.81;269.00;415.17;1;valid;GESTURE;10;Flexion of Middle Finger
1;93;29524;29832;616.00;97.40;267.44;419.24;1;valid;GESTURE;10;Flexion of Middle Finger
1;94;29832;29987;310.00;193.55;172.98;315.11;1;valid;GESTURE;10;Flexion of Middle Finger
1;95;29987;30302;630.00;95.24;186.44;334.75;1;valid;GESTURE;10;Flexion of Middle Finger
1;96;30302;30454;304.00;197.37;254.43;315.05;1;valid;GESTURE;10;Flexion of Middle Finger
1;97;30454;30797;686.00;87.46;254.93;398.65;1;valid;GESTURE;10;Flexion of Middle Finger
1;98;30797;31243;892.00;67.26;255.91;400.72;1;valid;GESTURE;10;Flexion of Middle Finger
1;99;31243;31397;308.00;194.81;218.13;357.69;1;valid;GESTURE;10;Flexion of Middle Finger
1;100;31397;31719;644.00;93.17;234.12;375.56;1;valid;GESTURE;10;Flexion of Middle Finger
1;101;31719;32103;768.00;78.12;183.20;257.27;1;valid;REST;-1;REST
1;102;32103;32333;460.00;130.43;182.49;263.24;1;valid;REST;-1;REST
1;103;32333;32665;664.00;90.36;180.57;269.27;1;valid;REST;-1;REST
1;104;32665;32820;310.00;193.55;125.96;221.11;1;valid;REST;-1;REST
