repetition;rr_index;rpeak_start_sample;rpeak_end_sample;rr_interval_ms;instant_hr_bpm;local_sdnn_ms;local_rmssd_ms;is_valid;invalid_reason;label;gesture_id;gesture_name
1;0;392;747;710.00;84.51;33.13;33.38;1;valid;REST;-1;REST
1;1;747;1088;682.00;87.98;32.68;27.28;1;valid;REST;-1;REST
1;2;1088;1410;644.00;93.17;30.19;23.71;1;valid;REST;-1;REST
1;3;1410;1731;642.00;93.46;17.58;19.36;1;valid;REST;-1;REST
1;4;1731;2054;646.00;92.88;10.53;10.68;1;valid;REST;-1;REST
1;5;2054;2374;640.00;93.75;10.14;14.59;1;valid;REST;-1;REST
1;6;2374;2684;620.00;96.77;10.71;14.76;1;valid;REST;-1;REST
1;7;2684;3004;640.00;93.75;10.14;14.59;1;valid;REST;-1;REST
1;8;3004;3327;646.00;92.88;11.19;13.30;1;valid;REST;-1;REST
1;9;3327;3648;642.00;93.46;7.80;9.64;1;valid;REST;-1;REST
1;10;3648;3961;626.00;95.85;9.63;12.17;1;valid;REST;-1;REST
1;11;3961;4278;634.00;94.64;12.65;12.65;1;valid;REST;-1;REST
1;12;4278;4603;650.00;92.31;13.42;10.25;1;valid;REST;-1;REST
1;13;4603;4932;658.00;91.19;15.90;16.06;1;valid;REST;-1;REST
1;14;4932;5258;652.00;92.02;23.56;19.75;1;valid;REST;-1;REST
1;15;5258;5597;678.00;88.50;32.91;22.76;1;valid;REST;-1;REST
1;16;5597;5950;706.00;84.99;35.42;22.76;1;valid;REST;-1;REST
1;17;5950;6315;730.00;82.19;23.44;19.62;1;valid;REST;-1;REST
1;18;6315;6683;736.00;81.52;19.63;22.65;1;valid;REST;-1;REST
1;19;6683;7045;724.00;82.87;34.74;25.65;1;valid;REST;-1;REST
1;20;7045;7389;688.00;87.21;39.80;25.65;1;valid;REST;-1;REST
1;21;7389;7716;654.00;91.74;31.26;25.90;1;valid;REST;-1;REST
1;22;7716;8040;648.00;92.59;20.62;24.56;1;valid;REST;-1;REST
1;23;8040;8371;662.00;90.63;35.01;25.98;1;valid;REST;-1;REST
1;24;8371;8718;694.00;86.46;44.39;27.68;1;valid;REST;-1;REST
1;25;8718;9084;732.00;81.97;45.53;29.34;1;valid;REST;-1;REST
1;26;9084;9460;752.00;79.79;31.83;25.57;1;valid;REST;-1;REST
1;27;9460;9848;776.00;77.32;16.83;19.34;1;valid;REST;-1;REST
1;28;9848;10229;762.00;78.74;14.53;16.67;1;valid;REST;-1;REST
1;29;10229;10601;744.00;80.65;14.45;14.07;1;valid;REST;-1;REST
1;30;10601;10971;740.00;81.08;8.88;12.57;1;valid;REST;-1;REST
